disasterNumber,totalNumberIaApproved,totalAmountIhpApproved,totalAmountHaApproved,totalAmountOnaApproved,totalObligatedAmountPa,totalObligatedAmountCatAb,totalObligatedAmountCatC2g,paLoadDate,iaLoadDate,totalObligatedAmountHmgp,hash,lastRefresh,id
4556,,,,,9734888.54,1926523.85,7134382.01,2023-11-05T00:00:00.000Z,,457024.76,02564461b7255fe4673332c01188bfe1bfad4248,2023-11-05T03:42:32.355Z,3086f774-d237-4d71-a364-cca10f7c7c56
4557,3092,11423336.69,8178199.02,3245137.67,195436124.92,160801847.97,24738584.29,2023-11-05T00:00:00.000Z,2023-11-04T00:00:00.000Z,38648306.17,432e76ebf6f4a98e04d91a20a7256b9450794d24,2023-11-05T03:42:32.355Z,9d357152-7d3b-4325-aa18-f87d7fc90deb
4558,2912,23331578.62,18484122.4,4847456.22,479396968.91,347710390.85,91511118.79,2023-11-05T00:00:00.000Z,2023-11-04T00:00:00.000Z,40450838.57,d5ca43ddb46556fec75a86fd46ee9b024900d456,2023-11-05T03:42:32.355Z,084bae49-a5bf-4db8-8bb2-01c87b18faeb
4559,76134,242700827.1,172721058.31,69979768.79,2459501799.33,1329682334.65,1049172911.9,2023-11-05T00:00:00.000Z,2023-11-04T00:00:00.000Z,47915576.24,7d0bcfe2a8236018c9f9106b850fd3c5e4bc96c3,2023-11-05T03:42:32.355Z,3ddd4551-3796-4dea-b3c2-e1f8461dc8f9
4561,,,,,1219862.52,963542.16,168289.04,2023-11-05T00:00:00.000Z,,0,bcbe28541276026c6d81b2ec79f73720808c6b2d,2023-11-05T03:42:32.355Z,51cb0740-4909-4982-ab8a-c82f47638976
4562,3259,39025761.79,31512147.99,7513613.8,524742246.62,388889631.8,89573071.05,2023-11-05T00:00:00.000Z,2023-11-04T00:00:00.000Z,14619686.99,bd2293ec510022a63412cef51a13a3aef6ca1367,2023-11-05T03:42:32.355Z,61bf09ed-e9ce-41d5-8174-fec59aa63c48
4563,22779,96549405.07,71671516.92,24877888.15,272448088.42,174494629.2,76505025.12,2023-11-05T00:00:00.000Z,2023-11-04T00:00:00.000Z,663676.99,72dbf49dcf1af3cf5fe5289c6e08b1688d4aa570,2023-11-05T03:42:32.355Z,4f97fa4f-c6aa-401a-aade-54594a5e3e5b
4564,8558,37688066.27,29679108.25,8008958.02,180777693.81,112094408.17,58432400.5,2023-11-05T00:00:00.000Z,2023-11-04T00:00:00.000Z,32905933.09,b54282df851e6520ccba473f536dd7f3880bacdb,2023-11-05T03:42:32.355Z,7e3e4973-f170-4783-b98d-481f578adc45
4565,,,,,2573886,11272.5,2322226.82,2023-11-05T00:00:00.000Z,,364010.82,c19c2b46d03d5c7ac40432cf79e6fc04f82b4800,2023-11-05T03:42:32.355Z,cd101243-7161-453d-88bd-aa41ae9c5f33
4566,,,,,3417230.22,2234722.45,1026938.76,2023-11-05T00:00:00.000Z,,734508.49,ac9b7cda23eb745b755dd46a9ab7b9376318535a,2023-11-05T03:42:32.355Z,f8ccc62e-266b-4258-89d8-9fa9b7bc5a44
4567,,,,,406161677.37,80371808.95,281475121.9,2023-11-05T00:00:00.000Z,,11324502.48,5bc8b1954883a825016094ffca18133574723f41,2023-11-05T03:42:32.355Z,af957cee-9975-4bb0-86bd-4e01927eb933
4568,,,,,29375344.19,14715075.3,12313783.41,2023-11-05T00:00:00.000Z,,1641180.56,f6dd3c25848267d4a95c02ed0cbd7cefa0328cf5,2023-11-05T03:42:32.355Z,133b6eb6-c91a-4fe7-9537-627569c79f69
4569,362,5611101.61,4390958.02,1220143.59,199639609.01,181103156.77,6154270.33,2023-11-05T00:00:00.000Z,2023-11-04T00:00:00.000Z,13392395.83,1d4950f51e1985c7c02d2c94ba308a9d5019bfaf,2023-11-05T03:42:32.355Z,b815a6d2-25a2-4298-a924-717da95bebac
4570,11555,46854634.22,35882461.82,10972172.4,112656104.25,64934551.84,42553924.72,2023-11-05T00:00:00.000Z,2023-11-04T00:00:00.000Z,3755365.65,a6665b5a0c5ffe6000d202b9a650074691045c47,2023-11-05T03:42:32.355Z,4729f616-0a65-4900-a106-a5c0c0893fda
4572,,,,,64760122.16,43287757.17,16383697.75,2023-11-05T00:00:00.000Z,,2457774.54,af3656bcdcddeec7f345a686491beef640bda213,2023-11-05T03:42:32.355Z,6e499f5b-cd08-4db4-a4e8-ef402f68936b
4573,8941,30416884.58,20948170.93,9468713.65,59419241.49,39983155.78,16818273.39,2023-11-05T00:00:00.000Z,2023-11-04T00:00:00.000Z,250265.7,a0ce68095357f1db853499e23c79e141af591900,2023-11-05T03:42:32.355Z,3bed71ed-f71f-4f08-943a-c362311e3cc1
4574,,,,,41165191.06,26800945.57,10260086.07,2023-11-05T00:00:00.000Z,,609850.64,1ef7c5f505313c758c1541447630e47e61e7571f,2023-11-05T03:42:32.355Z,4d9fe4e2-8ace-4708-805f-7171456b76fd
4575,,,,,110499694.99,73139863.75,34499217.92,2023-11-05T00:00:00.000Z,,4962498.83,0986036ce9873769c558c0e1a2bb021fb30d97b2,2023-11-05T03:42:32.355Z,d5973170-a51a-4952-8932-ccf145b78b08
4576,5393,21230957.65,17928588.24,3302369.41,115979958.23,55355235.86,55715150.86,2023-11-05T00:00:00.000Z,2023-11-04T00:00:00.000Z,1349228.7,ac5abf734898644991f9d92c60f0a60ac8be06d4,2023-11-05T03:42:32.355Z,94709ce8-c907-4ac1-b8a4-bc7aa37cf7b9
4577,3908,13555380.43,11417602.54,2137777.89,56263069.94,33522207.91,19105075.33,2023-11-05T00:00:00.000Z,2023-11-04T00:00:00.000Z,4163328,bd7606ac24f81fb2d8f88b343453b5a57cb65777,2023-11-05T03:42:32.355Z,e8b3444e-af2b-4a4e-93e9-08d552ffc231
4578,,,,,10031186.26,7653954.23,1652381.68,2023-11-05T00:00:00.000Z,,1141887.14,325711972b96f8622d9990f3b971cdd4391aa7f5,2023-11-05T03:42:32.355Z,062bbb90-e30a-4885-b037-0a92104d3f5d
4579,,,,,13231743.34,3182067.01,8848252.61,2023-11-05T00:00:00.000Z,,558290.78,8443957f10332aeee414943e8d5aa1e555b62809,2023-11-05T03:42:32.355Z,8ef4d4e1-8dea-48ad-9f28-80d0dab123a2
4580,,,,,38252598.51,35100608.39,2226587.62,2023-11-05T00:00:00.000Z,,1122162.41,9d376ea5248795b1b51115a6470637b68b6e2d1e,2023-11-05T03:42:32.355Z,6540b117-d85c-4b7d-8926-c9bb0815b189
4581,,,,,42228444.34,25946636.3,12366060.79,2023-11-05T00:00:00.000Z,,913878.6,6905f34627e07b94e409f8b1cd5e2d88a2385a8e,2023-11-05T03:42:32.355Z,605c61d6-31ea-4f84-b8b0-bbb28470bc65
4582,,,,,454701.81,454701.81,,2023-11-05T00:00:00.000Z,,0,cade1ae73998cbe7dca762bab02a7cbc7dceccca,2023-11-05T03:42:32.355Z,c6806a2c-150d-45de-9c24-cbcfbd39d5b2
4583,,,,,13696977.59,1157604.68,11696876.33,2023-11-05T00:00:00.000Z,,1703690.13,ef4e59f58653aef7b3700361054abad58dfcc9f4,2023-11-05T03:42:32.355Z,91a4c677-43dd-469c-96eb-17a1fab9f5d1
4584,,,,,36827441.68,10994282.76,25028770.74,2023-11-05T00:00:00.000Z,,893879.67,2bc014f9d59ce2cec5ee021c4d146785c31ffbc8,2023-11-05T03:42:32.355Z,ddf7e16a-12ed-409a-81b7-aac0d1a0bec0
4585,,,,,32284924.01,1371959.12,30800040.52,2023-11-05T00:00:00.000Z,,0,326cd1dd7d34bf63e2893690e9c344b3dd6441f6,2023-11-05T03:42:32.355Z,4e1eb268-d8f1-432e-91d7-4de4f246a104
4586,60329,202942853.81,182111272.91,20831580.9,98723507.92,52231888.16,41219249.74,2023-11-05T00:00:00.000Z,2023-11-04T00:00:00.000Z,7051461.94,74ffd1b60d6bc200b3959001d29c1ae3f383383d,2023-11-05T03:42:32.355Z,727c837e-b991-4b33-adb2-03ae322badfa
4587,1205,3433087.72,2882946.5,550141.22,3794782.24,1909158.23,1394293.29,2023-11-05T00:00:00.000Z,2023-11-04T00:00:00.000Z,936597.95,3b9505b48ce20b76526ef7cfd56d9828eeec98af,2023-11-05T03:42:32.355Z,b1c62151-0cab-4450-9296-80f6e975adba
4588,,,,,30579942.24,894353.5,27228223.77,2023-11-05T00:00:00.000Z,,530781.87,f75a1f40746ad0fcea9798d835f407a218993d39,2023-11-05T03:42:32.355Z,6e201842-61dc-40d4-9c0c-a7adc211cc91
4589,,,,,13898242.18,1463860.02,12063524.66,2023-11-05T00:00:00.000Z,,705947.06,76a83bd6296553e5962cfa3da9f70e6909c35ede,2023-11-05T03:42:32.355Z,4b887fa0-639f-45a9-bf3d-900dc82ef170
4590,3052,8208404.49,6773869.08,1434535.41,31881056.89,22660541.99,7434726.79,2023-11-05T00:00:00.000Z,2023-11-04T00:00:00.000Z,828545.87,2edb40d2a2091572c87ad2e429b3ef77b5a9ec0f,2023-11-05T03:42:32.355Z,2d33b143-3baf-45b1-bd85-d174ce9f8c66
4364,230,723486.85,399313.66,324173.19,,,,,2023-11-04T00:00:00.000Z,26462.05,acd8291d6ff29c0bb4db63974d373dcc6cc14205,2023-11-04T07:25:42.191Z,7d4cf6ff-75e0-4f47-81bc-13ab8245a321
4591,,,,,2445957.06,2445957.06,,2023-11-05T00:00:00.000Z,,0,85530ffd0fb12658f6cabf0a855c835035e576fb,2023-11-05T03:42:32.355Z,bf885586-a81c-45a2-88bc-a61619653dac
4592,,,,,76756192.45,44428477.49,24612272.82,2023-11-05T00:00:00.000Z,,2708163.65,aa0b625ab5b1117f9607d2bb78b79c1745d42ecf,2023-11-05T03:42:32.355Z,c228fb1f-8e3b-43cb-b89c-ccc5096ace36
4593,,,,,11712506.52,1943568.84,8944820.38,2023-11-05T00:00:00.000Z,,3301155.39,064ba3dcf7d819afa20da0801ee7406dcb1afc4f,2023-11-05T03:42:32.355Z,f6fcb656-f4a7-4f72-8554-2676ee1fb78b
4594,,,,,16498761.08,2829590.01,12855274.15,2023-11-05T00:00:00.000Z,,56025,af172e0e7e5c97803d361b01bf9dad4a6691e435,2023-11-05T03:42:32.355Z,602d6360-12d0-45bf-bd3e-4302ab8a1645
4595,1336,10038254.14,8551668.81,1486585.33,89102066.57,3652533.55,77920613.03,2023-11-05T00:00:00.000Z,2023-11-04T00:00:00.000Z,8211220.38,6c4b1f15687d4e82e93d179df276314f34be81b0,2023-11-05T03:42:32.355Z,cb4e6158-81ab-4d39-a342-3f7f5062b879
4596,376,2526330.21,2157606.15,368724.06,12373966.89,7664281.23,3947823.09,2023-11-05T00:00:00.000Z,2023-11-04T00:00:00.000Z,43548.66,b55e3ffd1482a04da4add028f9eba6c880fb4a08,2023-11-05T03:42:32.355Z,54c64327-bd4d-43c8-a329-1193ab15fd18
5115,,,,,,,,,,8689.8,9cd748bf4446212a7a7611816d9dc505aa433aa5,2023-03-18T13:22:12.883Z,dfb83d5e-f382-4acc-ad7c-488a56350062
5118,,,,,,,,,,0,d71f96b15f0962f9ef306a4e03afd3ba1b02eb76,2023-03-18T13:22:12.883Z,21ecfcff-4758-42d8-9736-db45a48f58d0
5119,,,,,,,,,,0,7b647700d7bfbe8c9c496ded5dcaf86a715f641d,2023-03-18T13:22:12.883Z,dcd8367c-9d25-402d-961b-03c8890a1258
5123,,,,,,,,,,0,0c36e59a3db5851e63c901f94567289d48d51f5c,2023-03-18T13:22:12.883Z,46632118-2ed5-4776-b843-231c812694b0
4597,,,,,15829403.88,12864798.39,1467828.41,2023-11-05T00:00:00.000Z,,1541757.02,1ecfe996a72963cdbfeb0e37dd71193b27a3ab30,2023-11-05T03:42:32.355Z,76df8214-d24d-4a64-b6a4-79ff77a4afc8
4598,,,,,22431160.99,9872340.71,11627480.89,2023-11-05T00:00:00.000Z,,113827.65,dee5d7233682e8355ae3ce38cbb656980cbecc09,2023-11-05T03:42:32.355Z,e861b920-e9cb-4c88-bd98-25c6f7b21f62
4599,,,,,26096931.38,19040818.19,4396889.81,2023-11-05T00:00:00.000Z,,757440.73,60414e8115cceeb462dabe26a95451bc2ef810f4,2023-11-05T03:42:32.355Z,798415da-2df0-4ba1-94de-8c801b7c4eff
4600,,,,,20317781.26,12012655.72,6278374.48,2023-11-05T00:00:00.000Z,,183834,731e0217f582d28350e414062f0c007e80cbc209,2023-11-05T03:42:32.355Z,2feba7ca-c5f3-40ad-b82c-e9b8db27346d
4601,417,1962203.12,1787063.29,175139.83,19812148.2,1524311.22,17089471.41,2023-11-05T00:00:00.000Z,2023-11-04T00:00:00.000Z,0,d3baf7f5c105a9d27588f5f4432df3f1d4c8fc8b,2023-11-05T03:42:32.355Z,b054bbe9-ea09-4fcc-a141-f30b921b5676
4602,,,,,62907986.63,31160306.95,27643015.14,2023-11-05T00:00:00.000Z,,2495427.28,099c9075ebbd8ced7861c06d1614dde05f029c81,2023-11-05T03:42:32.355Z,6973e621-b302-417f-9965-d125d8b93ede
4603,,,,,5867014.41,5362610.94,50871.5,2023-11-05T00:00:00.000Z,,791072.26,790d7aa9833ee6a27f3dd04a701349bd9eeaa31f,2023-11-05T03:42:32.355Z,a17bcb7c-1bdd-4483-a2b1-dd23fe933c9f
4604,,,,,5965730.75,282762.46,5362177.9,2023-11-05T00:00:00.000Z,,0,6fb7b58a263cbc96ff6ecabca9ac48f3f6987b24,2023-11-05T03:42:32.355Z,252428a5-748f-4a0f-9aad-0ae3b427c4b8
4605,262,2550083.38,2397106.42,152976.96,5922524.94,286734.31,5155049.94,2023-11-05T00:00:00.000Z,2023-11-04T00:00:00.000Z,807681.6,6474e9023c8ec3bac39f6bd376c728115e4114ef,2023-11-05T03:42:32.355Z,d7303e2f-3639-4324-a2bc-49eb0047bb7d
4606,2501,14032804.41,11176256.29,2856548.12,11505900.93,8087971.86,2861887.57,2023-11-05T00:00:00.000Z,2023-11-04T00:00:00.000Z,345077.5,18800dff12e1611acd31b8e54bc12001b5ccc3cf,2023-11-05T03:42:32.355Z,bb32ff07-cf67-4017-a5bd-0a3b9f8f2c4b
4607,56531,196961378.26,161471627.63,35489750.63,21958643.47,6038613.56,14418176.99,2023-11-05T00:00:00.000Z,2023-11-04T00:00:00.000Z,2015029.03,65eb74f8e28f4c9569fbe7bb784018daf61e9b1c,2023-11-05T03:42:32.355Z,199427dc-cc94-4e82-8960-9bf483e804a2
4609,955,8138893.57,6301770.25,1837123.32,36686874.01,16216302.68,19702654.39,2023-11-05T00:00:00.000Z,2023-11-04T00:00:00.000Z,450000,40500b459a962e1c2d9873b998125792e6ce955e,2023-11-05T03:42:32.355Z,36d5716e-7c78-45e8-bea4-5f327ef36fe9
4610,447,4948930.85,3514608.09,1434322.76,283408468.81,265858909.78,12700182.13,2023-11-05T00:00:00.000Z,2023-11-04T00:00:00.000Z,2534399.25,da1dabd63d28ef72e1caf503e6107f47e58ae73b,2023-11-05T03:42:32.355Z,b576914e-3b40-4ebb-b10c-afea78a00b05
4611,564760,1241199789.38,756695407.06,484504382.32,2221846674.53,1842524355.71,325717813.49,2023-11-05T00:00:00.000Z,2023-11-04T00:00:00.000Z,18058550.35,4d9d914d63cd5f4f8cdb6035b2407b5f4c88cb14,2023-11-05T03:42:32.355Z,fc89cca2-0118-4407-9acf-ba4599309958
4612,,,,,13957201.17,893375.44,11967781.29,2023-11-05T00:00:00.000Z,,0,a841da4d3cd35b6454add571e0323bfd5bdd4b7e,2023-11-05T03:42:32.355Z,97a9c8e8-30e4-4c4c-b643-369ab00f92dd
4613,,,,,2723209.79,206606.24,2204969.56,2023-11-05T00:00:00.000Z,,449655.29,23cd5387b71cee7ae2a2b6025abafa9b7ba88c5d,2023-11-05T03:42:32.355Z,b8150267-5ac6-448d-b1e1-5c10972651d3
4614,45018,255456825.31,229909268.11,25547557.2,233505406.23,78200127.08,135415798.96,2023-11-05T00:00:00.000Z,2023-11-04T00:00:00.000Z,18341834.91,f7b04c45093becd544191cf06bfc5ce10bcaef0e,2023-11-05T03:42:32.355Z,ae514f71-93f2-4242-9a55-f3c7f2730a6d
4377,5117,30651039.6,24178944.62,6472094.98,,,,,2023-11-04T00:00:00.000Z,1786001.13,4178f9dc348d54ce62c6826d24667288d4467d28,2023-11-04T07:25:42.191Z,580bb359-25e5-473a-9add-4ab1a4dea3ef
4615,41387,224569419.51,202141145.35,22428274.16,97340639.93,19837616.21,70299236.02,2023-11-05T00:00:00.000Z,2023-11-04T00:00:00.000Z,12015775.3,a9abe7c8b5992ed5de8871d639754fd29ff0d0f0,2023-11-05T03:42:32.355Z,a1110611-8d40-443d-b5a3-bffd43406e9b
4616,,,,,28136444.65,4302527.57,22751730.56,2023-11-05T00:00:00.000Z,,405470.66,ee5ff75e9603d58ffd8d9cee867f3b8034f9d296,2023-11-05T03:42:32.355Z,df570b2c-73b5-447d-9ddf-41840d6d8256
4617,807,5051308.74,4485334.31,565974.43,35162625.96,6862217.63,25924183.07,2023-11-05T00:00:00.000Z,2023-11-04T00:00:00.000Z,690687.75,fbde3f06af987e469e21ff4a97225ac9e0970336,2023-11-05T03:42:32.355Z,a2b2120f-1b7a-433c-aa4e-f9c09b85b1ec
4618,43198,128684515.79,99957923.34,28726592.45,76272566.81,11158182.94,62983637.39,2023-11-05T00:00:00.000Z,2023-11-04T00:00:00.000Z,19558334.67,295176f6c477558d13dbcf3f6e54181fff23db8e,2023-11-05T03:42:32.355Z,4928495b-2b2d-4cae-b909-669f09ca6a71
4619,,,,,138807719.24,133123963.62,1397988.59,2023-11-05T00:00:00.000Z,,1280385.98,4f4dfedb385411eec706f8ec5df1ac8d92da6959,2023-11-05T03:42:32.355Z,228a0d22-43fd-4525-88ac-9cf77fa06900
4620,,,,,5330186.14,117036.4,5021940.71,2023-11-05T00:00:00.000Z,,0,0be6258f38f3d2f83d988b0fbe53c50bd2c1303a,2023-11-05T03:42:32.355Z,f4d37079-49e1-47b2-8003-47866426a4db
4621,,,,,7017656.86,219635.84,6250265.78,2023-11-05T00:00:00.000Z,,276210,91a8990c79834dcd5bfd19780268f6a1542f613e,2023-11-05T03:42:32.355Z,bb1f6620-6a94-407f-95e3-27fe800993cc
4622,,,,,1195832.71,104349.77,929367.33,2023-11-05T00:00:00.000Z,,8847.53,e22627e8823c6f33353a60c5dcfc33e164731bd6,2023-11-05T03:42:32.355Z,d4525f64-4c0b-4fb1-af5b-a6f81af19228
4624,,,,,3530071.78,192732.48,3147051.09,2023-11-05T00:00:00.000Z,,12632.7,8438286dffc9a3cace12513cd23048dd3a2560cd,2023-11-05T03:42:32.355Z,5ab4ae67-9097-443c-9bb1-f299d49395d3
4625,,,,,48297116.48,7532771.81,38311339.8,2023-11-05T00:00:00.000Z,,4471659.73,cce3d15be053e9e31ead591e5a48aa60883b1607,2023-11-05T03:42:32.355Z,b200574f-0831-46a9-ba74-cb73fcf8f674
4626,2908,10843005.5,9267807.25,1575198.25,27647008.36,6595387.91,19711858.2,2023-11-05T00:00:00.000Z,2023-11-04T00:00:00.000Z,4230256.11,66854657564628409dd1b8a824f910e6bc0a0b61,2023-11-05T03:42:32.355Z,c04bc534-a7b4-46ff-bdc3-fbe1c4a25613
4627,,,,,1644449.95,766153.13,740024.45,2023-11-05T00:00:00.000Z,,93100,ab73987d088e773022a5a0c7a6d24b134721b472,2023-11-05T03:42:32.355Z,35635b3c-9f6a-45d4-963f-773f4f81390a
4628,,,,,2584793.19,876282.16,653088.94,2023-11-05T00:00:00.000Z,,25304.39,22d45b81e439bb3006b720587ebd9d0f69ee5322,2023-11-05T03:42:32.355Z,a7340523-f709-4f9a-8d00-5bc8997b9714
4629,1551,8908167.94,8401830.24,506337.7,3269978.27,1198997.51,2022472.95,2023-11-05T00:00:00.000Z,2023-11-04T00:00:00.000Z,211500,30f9606441790b0fba0ec0f1177d9ff8b253920c,2023-11-05T03:42:32.355Z,d8c598f2-9ad4-4142-87ca-5c9864be586b
4630,2370,16068225.57,11661212.41,4407013.16,112555472.71,65989223.42,41743346.65,2023-11-05T00:00:00.000Z,2023-11-04T00:00:00.000Z,5025663.63,89be18054f92f55e5d51c7ef74e66b8aafbc921e,2023-11-05T03:42:32.355Z,4bf8cc6f-ed4c-450a-a6c7-bb8af1c5be58
4631,,,,,3428862.92,0,3218862.92,2023-11-05T00:00:00.000Z,,0,65c5e2f922ee22ce3da5723c519f70c1f6401d37,2023-11-05T03:42:32.355Z,4ac9d39a-0bc4-4a04-b874-aa88c0762786
4634,948,2134406.55,1497956.28,636450.27,35519632.4,33543578.82,1311291.39,2023-11-05T00:00:00.000Z,2023-11-04T00:00:00.000Z,534769.31,9783972e319f660042a238ceb13d4acd09d43335,2023-11-05T03:42:32.355Z,297c06e9-1963-4af7-bf67-c1c56b2fe2aa
4635,1119,7529754.72,6680204.6,849550.12,25956459.64,5611170.26,19278580.73,2023-11-05T00:00:00.000Z,2023-11-04T00:00:00.000Z,2158862,4b0aa7f22ff078bba45516fd1b9669b327d59f06,2023-11-05T03:42:32.355Z,018e431c-d89b-4a69-95f3-c1593d750c7f
4636,,,,,14401647.88,133274.56,13566097.74,2023-11-05T00:00:00.000Z,,2852272.06,3547d45d215f89b3d12394db3362059d4c3237ca,2023-11-05T03:42:32.355Z,159a3870-1379-4c3a-a1d9-c244a5b75c86
4637,195,1308764.73,1093254.76,215509.97,13775978.84,7141287.21,5750283.26,2023-11-05T00:00:00.000Z,2023-11-04T00:00:00.000Z,0,b3c91ac4786950e84b7e6d94642c9b05694aeb56,2023-11-05T03:42:32.355Z,0d52cb6e-663b-4ae9-8eea-2ba345c5fe0f
4638,,,,,4449660.91,152707.69,4000090.34,2023-11-05T00:00:00.000Z,,0,de2d012c17f991316af804e51d67d2627dea7ffb,2023-11-05T03:42:32.355Z,02e784e7-a483-41f7-b76a-ae3dabec9a1f
4639,,,,,5930700.65,1477061.27,4440308.35,2023-11-05T00:00:00.000Z,,0,9108960bc8c5769422c72739ebbf7b63abb2b8a2,2023-11-05T03:42:32.355Z,504bf15c-8c55-491e-ba7a-e8123f5badfb
4640,,,,,12159785.24,712529.56,10657640,2023-11-05T00:00:00.000Z,,79818.32,4a79255ee32d17629fe3c811aa7611665efd136a,2023-11-05T03:42:32.355Z,0a894824-0b05-4439-8625-8b5d44538afb
5167,,,,,,,,,,0,153c3ebb704abfcc164f8d7b961e12a249b9bdef,2023-03-18T13:22:12.883Z,87d036c0-cd22-46d3-9aa7-c13ee207dffc
4641,,,,,9181147.74,272971.63,8272206.57,2023-11-05T00:00:00.000Z,,112029,b2fea55c51adf94fb29c76ff9da923f85be20810,2023-11-05T03:42:32.355Z,1e6a768c-4dcf-418e-a076-f560e50552a2
4642,,,,,4765268.61,252342.6,3946830.56,2023-11-05T00:00:00.000Z,,861231.96,ce2e1233bf96407e43c3a89470227bafb500c33e,2023-11-05T03:42:32.355Z,58604595-a626-433e-b762-66ca2c5ef6a7
4643,,,,,15470883.28,31220.51,14558464.15,2023-11-05T00:00:00.000Z,,49883,871df99515674216b55c2e7dbd0079a68c18e822,2023-11-05T03:42:32.355Z,7694e63a-342d-4972-9049-c2590d21d80f
4644,,,,,110331005.13,83932069.2,18593926.86,2023-11-05T00:00:00.000Z,,153600,93179e7bbdc0a8d69152ed033d388eca9e46b3bb,2023-11-05T03:42:32.355Z,37bd65fb-3588-408a-a6ec-0ca58ffb07e5
4454,2400,12935602.31,11071633.14,1863969.17,,,,,2023-11-04T00:00:00.000Z,626336.06,9c4a50f5972f4944b1630580fe5c4dabfafbc045,2023-11-04T07:25:42.191Z,466e30ee-25e6-4ddc-8af3-ed32b40ad133
4466,11222,69599384.85,57691078.98,11908305.87,,,,,2023-11-04T00:00:00.000Z,5211741.3,75b2f8550a049a0cbb43bb4860b846b3f5519ca9,2023-11-04T07:25:42.191Z,09b1d5c2-a86d-40aa-9563-f14e1b99943b
4645,,,,,35372030.64,21055658.91,13370882.88,2023-11-05T00:00:00.000Z,,0,d93677bfd6c9d62f29afb279dcbfa2942d83d889,2023-11-05T03:42:32.355Z,93d96530-96f8-4027-aa94-3ca581936640
4646,,,,,2845702.47,612333.74,2037606.74,2023-11-05T00:00:00.000Z,,0,1af54a3623c436d46a512cee203b1cfa82b8f359,2023-11-05T03:42:32.355Z,0c896b7a-f487-40f6-bc5a-be6db7ed799c
4647,,,,,6222644.21,432435.19,5359950.19,2023-11-05T00:00:00.000Z,,0,f5ebb68de295818adb8f0941f02b24212cc5b84e,2023-11-05T03:42:32.355Z,a1a39a27-abeb-496b-a8b2-e86de4ce7b0d
4648,,,,,1853546.84,35027.85,1642267.82,2023-11-05T00:00:00.000Z,,0,1e6d174e577155ca7f62ccebf31c4db407fb0618,2023-11-05T03:42:32.355Z,83575fd9-c548-466a-9fd2-20cbb0e98e1a
4650,,,,,9341134.02,2413308,5950439.44,2023-11-05T00:00:00.000Z,,314582.75,9c01edc1420033456f162dc88c6d61bc2ce4c52b,2023-11-05T03:42:32.355Z,be70e655-75a0-49ec-9e95-1726d593457e
4651,,,,,24778045.57,23843883.58,23745.48,2023-11-05T00:00:00.000Z,,100327.03,f5248b45f1e14e5e11fcdc43d795643f8587f0df,2023-11-05T03:42:32.355Z,b881c039-2e1b-41bc-9723-896f33486616
4652,1382,7505796.5,6248687.41,1257109.09,107130645.4,39399370.96,63660418.89,2023-11-05T00:00:00.000Z,2023-11-04T00:00:00.000Z,109658.61,fa73b80095dc25b30fdebf4fa22992e128fb04c4,2023-11-05T03:42:32.355Z,9302ae8f-cb0c-45e4-852b-5a7b93a4792b
4653,,,,,8996615.06,8305311.85,0,2023-11-05T00:00:00.000Z,,0,fce6339790abfcc422b94be77a866a348f217ee2,2023-11-05T03:42:32.355Z,1e76a109-a1fa-4461-a507-e53b050022fd
4654,,,,,399670.9,,61321.54,2023-11-05T00:00:00.000Z,,0,0c16e2d34331c2ca90f2fc70a5dec17df2dcae15,2023-11-05T03:42:32.355Z,047d8ec2-5ff5-4374-9908-be1e770953f5
4655,330,3644296.09,3417926.11,226369.98,34825280.56,5488599.1,25486408.98,2023-11-05T00:00:00.000Z,2023-11-04T00:00:00.000Z,442921,2c4982a06f1aa0298d3cb0d8ed2a80b21d03f04a,2023-11-05T03:42:32.355Z,26844375-5ae0-41f1-b4e6-17aabf7f44a1
4656,,,,,11103965.63,2927296.86,7603763,2023-11-05T00:00:00.000Z,,23400,012e2241714dc10272f046630f123af2100d6377,2023-11-05T03:42:32.355Z,83ad317c-bf92-40bf-bebc-6470a7eda42e
4658,,,,,11030912.71,1473390.56,8673193.49,2023-11-05T00:00:00.000Z,,315168.5,b82f61b67ba4ab14548121a70937217accb22f34,2023-11-05T03:42:32.355Z,a2522589-6e81-47dd-8f8c-50c13bdd5ae7
4659,,,,,20924845.96,5216084.2,14746534.94,2023-11-05T00:00:00.000Z,,300750,70ab74c89514f98d27830c33b7090a73322b41bb,2023-11-05T03:42:32.355Z,a989a7c6-66a8-4673-9433-e36d20ac485c
4660,,,,,42319604.61,3968182.84,36169672.8,2023-11-05T00:00:00.000Z,,862436.9,fc553add016c7de5d4a4c7b942f8788d79e5dbc8,2023-11-05T03:42:32.355Z,12a9d69f-154d-43f0-a42c-00586f9bce1e
4661,,,,,1119584.47,947377.05,107973,2023-11-05T00:00:00.000Z,,0,a0a73cb524a2d67c99a335c1c206fdcc6c6948e9,2023-11-05T03:42:32.355Z,11cc5f1c-6895-4899-9bb3-cc1b1ca1afb0
4662,,,,,10051999.97,52228.46,9604318.64,2023-11-05T00:00:00.000Z,,0,a046357593a02829c568a17ef949aa7c318d704e,2023-11-05T03:42:32.355Z,b49004f1-749e-4978-af6c-242008105f20
